transaction_id,customer_id,product_id,product_name,category,date,quantity,unit_price,revenue,customer_age,customer_gender,customer_city,customer_segment
TXN_000001,CUST_0814,PROD_002,Smartphone X,Electronics,2024-03-21,1,540.887855919007,540.887855919007,26.802784697469185,M,New York,Basic
TXN_000002,CUST_0648,PROD_001,Laptop Pro,Electronics,2024-04-19,1,1579.21005829929,1579.21005829929,21.136332116280755,F,Chicago,Premium
TXN_000003,CUST_0370,PROD_005,Running Shoes,Sports,2024-05-08,2,145.4843713929538,290.9687427859076,58.71613109010601,M,Chicago,Premium
TXN_000004,CUST_0678,PROD_004,Coffee Maker,Appliances,2024-09-14,3,96.93342040413823,290.8002612124147,46.06442132442546,F,New York,Basic
TXN_000005,CUST_0305,PROD_004,Coffee Maker,Appliances,2023-03-20,1,141.8227277143791,141.8227277143791,24.975699851576266,F,Chicago,Basic
TXN_000006,CUST_0078,PROD_003,Wireless Headphones,Electronics,2024-10-16,3,234.2233183500252,702.6699550500756,34.98248146238578,F,Chicago,Standard
TXN_000007,CUST_0666,PROD_002,Smartphone X,Electronics,2022-08-17,1,915.6785817619807,915.6785817619807,59.819560484095184,F,Chicago,Standard
TXN_000008,CUST_0162,PROD_002,Smartphone X,Electronics,2024-01-02,2,759.1184944595428,1518.2369889190857,12.926768490032215,F,New York,Standard
TXN_000009,CUST_0917,PROD_007,Tablet,Electronics,2023-06-27,3,424.13157214728864,1272.394716441866,38.58311928336996,F,Los Angeles,Standard
TXN_000010,CUST_0609,PROD_001,Laptop Pro,Electronics,2022-07-26,2,1422.186587756051,2844.373175512102,47.14536654034329,F,Los Angeles,Premium
TXN_000011,CUST_0043,PROD_001,Laptop Pro,Electronics,2022-08-04,2,953.6694018979855,1907.338803795971,24.065444294108428,F,Los Angeles,Basic
TXN_000012,CUST_0550,PROD_002,Smartphone X,Electronics,2024-08-02,1,760.0762337526816,760.0762337526816,29.2127002113637,M,New York,Standard
TXN_000013,CUST_0148,PROD_004,Coffee Maker,Appliances,2022-11-04,1,163.98724804510613,163.98724804510613,56.79362367151865,M,New York,Standard
TXN_000014,CUST_0900,PROD_004,Coffee Maker,Appliances,2023-03-22,1,160.79264923338528,160.79264923338528,46.738280819275516,M,New York,Standard
TXN_000015,CUST_1000,PROD_001,Laptop Pro,Electronics,2024-01-14,1,1217.8599261095464,1217.8599261095464,41.965977793237734,F,Los Angeles,Standard
TXN_000016,CUST_0978,PROD_004,Coffee Maker,Appliances,2022-11-04,1,210.27421201985783,210.27421201985783,45.07035221652562,F,Chicago,Standard
TXN_000017,CUST_0043,PROD_007,Tablet,Electronics,2024-02-07,2,285.01085425063303,570.0217085012661,24.065444294108428,F,Los Angeles,Basic
TXN_000018,CUST_0937,PROD_004,Coffee Maker,Appliances,2024-05-07,1,155.48444477393483,155.48444477393483,30.902449176763902,M,New York,Standard
TXN_000019,CUST_0362,PROD_008,Fitness Tracker,Sports,2022-12-06,1,150.56153101948502,150.56153101948502,54.111567819823236,F,New York,Standard
TXN_000020,CUST_0933,PROD_005,Running Shoes,Sports,2022-08-30,1,181.36408076442984,181.36408076442984,29.385611577669607,F,Phoenix,Premium
TXN_000021,CUST_0451,PROD_001,Laptop Pro,Electronics,2023-03-24,1,1019.1321062605585,1019.1321062605585,65.90445776850108,F,Chicago,Standard
TXN_000022,CUST_0419,PROD_003,Wireless Headphones,Electronics,2022-09-11,2,228.17183870816075,456.3436774163215,29.96390892010125,F,Los Angeles,Standard
TXN_000023,CUST_0046,PROD_007,Tablet,Electronics,2022-12-18,1,427.04164462680603,427.04164462680603,21.53703525349067,M,New York,Basic
TXN_000024,CUST_0752,PROD_006,Office Chair,Furniture,2023-08-20,2,212.47247734904388,424.94495469808777,84.77888503905115,F,Houston,Basic
TXN_000025,CUST_0048,PROD_005,Running Shoes,Sports,2024-06-19,1,92.74678255755552,92.74678255755552,51.72734307665965,F,Houston,Basic
TXN_000026,CUST_0040,PROD_003,Wireless Headphones,Electronics,2024-09-28,1,183.1395138988948,183.1395138988948,26.359188178078917,F,New York,Basic
TXN_000027,CUST_0166,PROD_004,Coffee Maker,Appliances,2024-09-06,1,150.4418125934738,150.4418125934738,31.34662195715277,F,Los Angeles,Standard
TXN_000028,CUST_0851,PROD_006,Office Chair,Furniture,2022-08-07,3,357.60405223472964,1072.812156704189,48.02226004518865,F,New York,Standard
TXN_000029,CUST_0453,PROD_002,Smartphone X,Electronics,2024-09-10,1,885.8883912395947,885.8883912395947,17.11515528144858,F,New York,Standard
TXN_000030,CUST_0209,PROD_002,Smartphone X,Electronics,2022-07-20,1,824.5113549983221,824.5113549983221,36.39511902762798,F,Houston,Basic
TXN_000031,CUST_0154,PROD_007,Tablet,Electronics,2023-11-19,1,649.7440547823207,649.7440547823207,68.64124960705196,M,New York,Premium
TXN_000032,CUST_0253,PROD_002,Smartphone X,Electronics,2024-05-25,2,844.1069451782624,1688.2138903565249,39.47972668919828,M,Chicago,Standard
TXN_000033,CUST_0484,PROD_006,Office Chair,Furniture,2023-09-13,3,330.4189568805652,991.2568706416955,41.292158245695624,F,Houston,Standard
TXN_000034,CUST_0455,PROD_006,Office Chair,Furniture,2023-09-15,1,296.9902784653368,296.9902784653368,63.13164928851813,F,Chicago,Standard
TXN_000035,CUST_0218,PROD_005,Running Shoes,Sports,2024-07-24,1,140.85631827170607,140.85631827170607,56.54952823024783,M,New York,Standard
TXN_000036,CUST_0045,PROD_001,Laptop Pro,Electronics,2024-03-06,2,1040.004040244474,2080.008080488948,52.202758260545046,F,Chicago,Standard
TXN_000037,CUST_0182,PROD_008,Fitness Tracker,Sports,2023-04-05,1,92.39040200036686,92.39040200036686,25.31854426326539,F,Chicago,Standard
TXN_000038,CUST_0983,PROD_002,Smartphone X,Electronics,2023-12-13,1,1385.827130108453,1385.827130108453,34.57805849959021,M,Phoenix,Premium
TXN_000039,CUST_0539,PROD_007,Tablet,Electronics,2023-05-04,2,403.6990346943287,807.3980693886574,18.90523804492249,F,New York,Standard
TXN_000040,CUST_0399,PROD_002,Smartphone X,Electronics,2022-07-28,1,1196.4145693313972,1196.4145693313972,39.624595618822845,F,Houston,Premium
TXN_000041,CUST_0177,PROD_005,Running Shoes,Sports,2024-12-19,3,125.77444070803116,377.32332212409347,45.07744611241621,F,Los Angeles,Basic
TXN_000042,CUST_0300,PROD_006,Office Chair,Furniture,2023-11-01,1,449.62587478302373,449.62587478302373,3.64181010056565,F,Houston,Premium
TXN_000043,CUST_0923,PROD_004,Coffee Maker,Appliances,2022-08-28,1,188.93115990990836,188.93115990990836,45.83468094028276,M,Los Angeles,Premium
TXN_000044,CUST_0358,PROD_002,Smartphone X,Electronics,2022-06-13,1,1154.6984471949781,1154.6984471949781,44.21787135954064,F,Los Angeles,Premium
TXN_000045,CUST_0238,PROD_001,Laptop Pro,Electronics,2022-09-18,1,1303.9361461770059,1303.9361461770059,46.88770118842655,F,Phoenix,Premium
TXN_000046,CUST_0585,PROD_004,Coffee Maker,Appliances,2024-02-12,2,120.72551697017079,241.45103394034157,13.404512976896779,M,New York,Basic
TXN_000047,CUST_0521,PROD_005,Running Shoes,Sports,2024-02-11,1,114.41785453224229,114.41785453224229,51.08215721331255,M,Phoenix,Basic
TXN_000048,CUST_0813,PROD_002,Smartphone X,Electronics,2024-02-05,1,635.7044612346922,635.7044612346922,48.44321290261532,M,Chicago,Basic
TXN_000049,CUST_0602,PROD_004,Coffee Maker,Appliances,2022-07-31,1,168.22718993336701,168.22718993336701,43.19940561059408,F,New York,Premium
TXN_000050,CUST_0527,PROD_002,Smartphone X,Electronics,2022-09-04,1,760.2928618192987,760.2928618192987,38.433261721937924,F,New York,Standard
TXN_000051,CUST_0808,PROD_007,Tablet,Electronics,2024-09-07,1,315.21220253246395,315.21220253246395,19.010407377970882,F,New York,Basic
TXN_000052,CUST_0858,PROD_005,Running Shoes,Sports,2022-02-19,1,127.26614028100356,127.26614028100356,8.04150280289199,F,New York,Premium
TXN_000053,CUST_0072,PROD_008,Fitness Tracker,Sports,2024-03-28,2,120.02674535637335,240.0534907127467,56.334258954510496,M,Chicago,Premium
TXN_000054,CUST_0659,PROD_006,Office Chair,Furniture,2024-09-08,3,275.51041081207154,826.5312324362146,25.65345434772987,F,Houston,Standard
TXN_000055,CUST_0731,PROD_003,Wireless Headphones,Electronics,2023-06-08,1,214.50557772444853,214.50557772444853,28.243515016204054,M,New York,Premium
TXN_000056,CUST_0442,PROD_006,Office Chair,Furniture,2022-01-11,1,251.4517841716828,251.4517841716828,48.7954602813264,F,Chicago,Standard
TXN_000057,CUST_0314,PROD_006,Office Chair,Furniture,2022-10-21,1,339.0356893223251,339.0356893223251,46.36248919602875,F,Chicago,Standard
TXN_000058,CUST_0017,PROD_004,Coffee Maker,Appliances,2022-05-22,1,96.34514223672701,96.34514223672701,29.84616999541062,M,Houston,Basic
TXN_000059,CUST_0717,PROD_005,Running Shoes,Sports,2024-06-22,1,130.61206831985902,130.61206831985902,26.172102803120307,F,Phoenix,Standard
TXN_000060,CUST_0517,PROD_002,Smartphone X,Electronics,2022-07-06,1,1049.7108793764096,1049.7108793764096,50.088605518040964,M,Los Angeles,Standard
TXN_000061,CUST_0917,PROD_003,Wireless Headphones,Electronics,2023-03-09,2,200.7060561471617,401.4121122943234,38.58311928336996,F,Los Angeles,Standard
TXN_000062,CUST_0373,PROD_004,Coffee Maker,Appliances,2024-08-25,2,119.25624922958798,238.51249845917596,31.637623224882496,F,Los Angeles,Basic
TXN_000063,CUST_0525,PROD_003,Wireless Headphones,Electronics,2023-05-27,2,140.37648966894176,280.7529793378835,24.194763712804686,F,New York,Basic
TXN_000064,CUST_0549,PROD_008,Fitness Tracker,Sports,2022-02-18,1,92.77103194453625,92.77103194453625,7.722768980060426,M,Los Angeles,Basic
TXN_000065,CUST_0927,PROD_007,Tablet,Electronics,2024-06-30,3,462.79915926032396,1388.397477780972,37.909041990051485,M,New York,Standard
TXN_000066,CUST_0237,PROD_005,Running Shoes,Sports,2024-04-06,1,99.45652696896177,99.45652696896177,52.50883231823356,M,Los Angeles,Standard
TXN_000067,CUST_0379,PROD_004,Coffee Maker,Appliances,2023-04-02,1,164.86493731415246,164.86493731415246,40.51125202388839,M,Houston,Standard
TXN_000068,CUST_0163,PROD_006,Office Chair,Furniture,2022-07-06,1,268.85303325199,268.85303325199,39.00880302029025,F,New York,Standard
TXN_000069,CUST_0643,PROD_001,Laptop Pro,Electronics,2023-10-08,1,1337.5941647325446,1337.5941647325446,40.313297324439425,F,New York,Standard
TXN_000070,CUST_0693,PROD_004,Coffee Maker,Appliances,2024-09-06,1,144.57122943105404,144.57122943105404,49.98886378081692,M,Houston,Premium
TXN_000071,CUST_0549,PROD_001,Laptop Pro,Electronics,2024-05-07,1,771.2111064497549,771.2111064497549,7.722768980060426,M,Los Angeles,Basic
TXN_000072,CUST_0689,PROD_006,Office Chair,Furniture,2023-10-16,1,265.356043181366,265.356043181366,49.75675138804209,M,Chicago,Basic
TXN_000073,CUST_0140,PROD_007,Tablet,Electronics,2023-12-11,1,422.3685549453787,422.3685549453787,28.106907516064837,M,New York,Standard
TXN_000074,CUST_0367,PROD_005,Running Shoes,Sports,2023-09-22,1,96.11873008978263,96.11873008978263,18.960920923004597,F,Phoenix,Standard
TXN_000075,CUST_0875,PROD_002,Smartphone X,Electronics,2024-09-19,1,756.5472970890845,756.5472970890845,41.27814174450852,M,Los Angeles,Standard
TXN_000076,CUST_0764,PROD_004,Coffee Maker,Appliances,2022-02-17,1,123.4165219635649,123.4165219635649,41.28530742105038,M,Chicago,Standard
TXN_000077,CUST_0818,PROD_006,Office Chair,Furniture,2022-06-04,2,334.7550707316771,669.5101414633542,22.734788745707394,F,Los Angeles,Premium
TXN_000078,CUST_0332,PROD_004,Coffee Maker,Appliances,2022-10-06,2,115.06846207510338,230.13692415020677,34.76113443522357,M,Houston,Basic
