date,symbol,open,high,low,close,volume,returns
2022-01-02,AAPL,150.92679140923215,152.70391501775688,150.98541541846348,152.05860330657896,3458696,0.013724022043859729
2022-01-03,AAPL,150.80645110165145,153.1485578396289,150.35870664804375,152.3105569758347,1595406,0.0016569510950178883
2022-01-04,AAPL,152.85850036797729,154.26740265786873,150.98761550462484,152.42778651723648,9619462,0.000769674431828107
2022-01-05,AAPL,152.9175435815421,155.83377676957002,151.02062291486774,153.67658387215354,5437610,0.008192714618839168
2022-01-06,AAPL,152.67564847965215,154.8671488282615,153.54069790465837,153.770329195309,2334561,0.0006100169641552822
2022-01-07,AAPL,153.37492578262177,150.9558842233264,149.72656552048446,150.54751350471213,1625203,-0.020958631664912748
2022-01-08,AAPL,150.2825676818355,151.05790565895703,150.25792972562374,150.52411547038207,6024416,-0.00015541960000106487
2022-01-09,AAPL,150.52103973288985,155.82938453765277,151.98266483169374,153.166706759567,1482084,0.01755593302061227
2022-01-10,AAPL,154.55153952637457,158.315885565849,156.493484522112,158.00366367622618,2677145,0.031579688686863096
2022-01-11,AAPL,157.53122253919253,159.58433159801135,156.07083303685113,158.0896979042823,6780105,0.000544507804783683
2022-01-12,AAPL,157.60775306894178,161.88664377476255,159.4600018649977,161.2038925599257,1719480,0.019698909523686498
2022-01-13,AAPL,160.4605701472529,161.68638379053004,159.82444660739978,159.9644045293046,3441107,-0.007688946035594791
2022-01-14,AAPL,160.97408285726527,161.76821443365503,160.3114728290507,160.86914780528727,4067029,0.005655903753368605
2022-01-15,AAPL,162.28405172665694,159.70170643993632,156.66264094807892,157.4994673761314,3522236,-0.020946716478130758
2022-01-16,AAPL,157.24548415354633,158.6822828200577,153.6024292063256,156.3474877123377,2129233,-0.007314181330166679
2022-01-17,AAPL,155.48834922804565,155.4109812938006,152.23008407010644,152.56324549787644,2549388,-0.02420404874956395
2022-01-18,AAPL,153.73516975931338,152.8027859592313,150.86932326869274,151.56355371455606,4317130,-0.006552638416008837
2022-01-19,AAPL,152.53177746861,149.49280799349182,147.24588425049544,147.72646617055685,3209462,-0.025316690259359537
2022-01-20,AAPL,148.541779121374,148.18142349987227,145.02931687099334,145.96016460849089,5178548,-0.011956568161771958
2022-01-21,AAPL,147.03159028994475,143.8109512405332,140.08038256959725,141.4364442371049,1117409,-0.03099284235202099
2022-01-22,AAPL,141.25728815702362,144.09722440056225,142.41417974438835,142.5411803854824,2562459,0.007810830895363232
2022-01-23,AAPL,142.85886923273526,140.9460402051581,138.30795055066048,140.49915943554004,3139266,-0.014325831625779996
2022-01-24,AAPL,140.06774710284975,142.39904225707738,141.40019855233734,142.17121262777587,5218838,0.011900805662847838
2022-01-25,AAPL,142.71507810468492,141.62852465435992,140.93112258440325,141.11542463199086,2350116,-0.00742617282550168
2022-01-26,AAPL,141.04022237044325,144.52799049872684,140.72169859917864,142.59970222970483,1420992,0.010518181138488271
2022-01-27,AAPL,141.6204678780343,140.95698670402447,137.97772554661148,138.63060653168623,4742961,-0.02783382879457238
2022-01-28,AAPL,138.8785383841662,139.47284944807618,136.47804590332686,138.26536674985698,1560838,-0.002634625866300053
2022-01-29,AAPL,137.5373746890147,140.1514994718942,137.14166412736026,139.26681662923545,1780729,0.007242955361267326
2022-01-30,AAPL,139.5120571870798,142.71903242009427,140.33053769900388,140.5482159997734,9507704,0.009201038707945478
2022-01-31,AAPL,139.40061162260707,139.0032270467907,138.8240873633079,138.98020719237033,4500717,-0.0111563764523741
2022-02-01,AAPL,138.17680545533426,144.27558858919738,140.6490005571795,142.22053054097088,1777037,0.023314998689816607
2022-02-02,AAPL,142.16134424793373,142.80621475984714,138.78387436104214,140.80911105037754,3604320,-0.00992416133749933
2022-02-03,AAPL,142.1664810843713,144.4992614903699,140.3720492259208,142.26062230911452,3223073,0.010308361780777636
2022-02-04,AAPL,142.7149932155417,145.1430097617994,142.0864785209814,143.48421575211606,4851529,0.008601069102192018
2022-02-05,AAPL,143.7092038033941,142.95474805714818,140.66524727249987,141.56461292560465,4983986,-0.013378494745566454
2022-02-06,AAPL,142.7383843186378,143.43712591047347,140.84405375788913,141.5205991645781,2934163,-0.0003109093446232802
2022-02-07,AAPL,140.2610626722315,144.27853341491897,138.9117023555265,141.5035121099182,2979591,-0.00012073899319791068
2022-02-08,AAPL,140.1874144062601,144.602368735287,140.7672543214162,142.35359273036727,2867909,0.006007487784393159
2022-02-09,AAPL,142.92161860553767,143.37756836242835,138.86599391653402,140.79304863934226,3515250,-0.010962449637508224
2022-02-10,AAPL,141.10139335094095,139.08784942645175,137.30935255386976,138.5939591053891,2977784,-0.015619304754074751
2022-02-11,AAPL,139.15777481162576,141.3182190734257,137.29501758060388,138.613013282057,4452047,0.0001374820143020695
2022-02-12,AAPL,138.0269615692918,142.83202988051704,141.70187158566836,141.7135362157419,3861528,0.022368195166320923
2022-02-13,AAPL,142.81828215001016,139.95396459580945,137.32247256338258,138.3975511308499,4917358,-0.023399212054406725
2022-02-14,AAPL,137.57974366861214,141.20552787991252,138.45813274107826,138.56973522068077,3751942,0.0012441267090634452
2022-02-15,AAPL,138.3570025132454,139.64563600195314,135.64758776812093,138.1002456474287,2326439,-0.0033881104882273567
2022-02-16,AAPL,137.43097864919082,140.57768113984838,137.30729495843826,138.55382941628338,4403436,0.0032844530198207524
2022-02-17,AAPL,138.35292910205243,142.70981403332726,139.18906921563874,140.00033418900802,7418421,0.010440020162695253
2022-02-18,AAPL,140.46556979866895,143.19122294413097,139.3657503686873,140.4416724775044,4090839,0.003152408821400039
2022-02-19,AAPL,141.17128553692692,140.6461424333665,139.2092033001056,139.42835559418435,1816202,-0.007215215152627543
2022-02-20,AAPL,138.27178790432595,142.35453476274034,138.72787556860027,140.93914168336678,2699717,0.010835572740882612
2022-02-21,AAPL,141.43685180643698,146.23875150369105,143.297157167814,143.5300731889519,3154040,0.01838333535055775
2022-02-22,AAPL,143.78892883087548,146.71859241180402,144.08575632641686,145.38514390301333,3915566,0.012924613447519884
2022-02-23,AAPL,146.71754031925332,149.3078111051991,145.64745295422978,147.14584052897018,2219678,0.012110567687241947
2022-02-24,AAPL,148.57656536271543,147.001648623956,142.1575844962613,144.4899585029094,2634571,-0.01804931771440663
2022-02-25,AAPL,144.49611266640923,145.6547736379076,143.11633650805842,144.67821536814793,3952182,0.00130290621707634
2022-02-26,AAPL,144.98603903860456,143.08037872169635,141.36173390107015,141.94408432063008,1727784,-0.018898014746453595
2022-02-27,AAPL,143.2088361955525,142.57302306666207,139.2722451165215,141.02833173548726,3901969,-0.0064515022906786335
2022-02-28,AAPL,140.69401438838844,142.4138578676788,140.21742829744275,140.24418283248593,6247478,-0.005560222498214566
2022-03-01,AAPL,138.88958663137913,142.4857248010551,142.0110166710644,142.07076137711505,3984490,0.01302427314800546
2022-03-02,AAPL,142.56161239283708,140.27524167543913,139.79800563181658,140.1229339871024,3551003,-0.0137102622040737
2022-03-03,AAPL,139.70922058030814,138.82019349637227,136.98992454743498,137.55789891361624,6251199,-0.018305604946312858
2022-03-04,AAPL,137.75134143117148,135.62060304166798,135.33381016461254,135.53511805428522,2653904,-0.014704941521397398
2022-03-05,AAPL,136.04171081804586,137.591631683157,133.983603705667,136.14227419604399,4315711,0.00447969611474115
2022-03-06,AAPL,135.574322334414,133.57839266738537,128.88644863059713,131.35892794795987,8180624,-0.035134907774466345
2022-03-07,AAPL,130.30470188593517,131.4096843055251,128.60515144871425,130.22319681147584,7889454,-0.008646014048881134
2022-03-08,AAPL,130.32775765822802,133.74457557317353,132.55747946027114,132.97778507553636,5155852,0.02115282324122586
2022-03-09,AAPL,132.849624984732,134.3674601106792,131.06306222589762,133.33818332787868,2478467,0.0027102139815127885
2022-03-10,AAPL,134.01852649644275,134.04406342690473,131.71530777836523,133.1675626836114,2361761,-0.0012796082863054874
2022-03-11,AAPL,131.90452449218319,133.72115115949146,132.6261153956141,132.7875407061078,3213926,-0.0028537127949581765
2022-03-12,AAPL,131.7444630597551,131.34678067103263,127.97717738866955,130.34902269179727,1994446,-0.018364057360679423
2022-03-13,AAPL,130.16646259856753,130.2590540778036,126.69884582139251,128.42558125377272,1366559,-0.014756086377206065
2022-03-14,AAPL,127.8140984603571,129.0525064098787,126.16024538842055,127.96511287629673,828335,-0.0035854879766211963
2022-03-15,AAPL,128.48351807479682,127.31845575989922,124.17556896441943,125.32390277849846,1808841,-0.020640079459403205
2022-03-16,AAPL,126.4138370011304,129.23936746385348,125.36416606175659,127.79754004815199,1779420,0.01973795273536533
2022-03-17,AAPL,127.91433489593568,132.5757518183815,127.90398691976483,130.12512270660352,3831440,0.018213047430917204
2022-03-18,AAPL,129.38097737772415,134.41143773337404,131.22870763884472,133.2980492392241,5848448,0.024383658333023507
2022-03-19,AAPL,132.20816798120416,138.97507503988854,136.96806059642105,137.3824241004298,3409476,0.030640919987325967
2022-03-20,AAPL,137.74482263977794,137.30212766793852,134.31980895768916,136.52927180892704,4066526,-0.006210054139669948
